time_stamp	px_state	py_state	v_state	yaw_angle_state	yaw_rate_state	sensor_type	NIS	px_measured	py_measured	px_ground_truth	py_ground_truth	vx_ground_truth	vy_ground_truth
1477010462800000	-26.66	-1.2183	-4.3565	-1.46677	0	lidar	0.683158	-26.5998	-1.14277	-26.6451	-1.04586	-0.161616	4.8271
1477010462850000	-26.6795	-1.01577	-4.25117	-1.49819	-0.0445913	radar	5.51433	-27.2008	-1.67679	-26.65	-0.804425	-0.0338883	4.83238
1477010462900000	-26.7028	-0.697252	-4.64656	-1.50751	0	lidar	1.00398	-26.7355	-0.59539	-26.6485	-0.562811	0.0935412	4.83439
1477010462950000	-26.6828	-0.454041	-4.60531	-1.57863	-0.0779507	radar	5.79402	-26.9891	0.0351487	-26.6406	-0.321181	0.220572	4.83317
1477010463000000	-26.6453	-0.0777758	-5.14262	-1.60395	0	lidar	3.64376	-26.4553	0.0602653	-26.6264	-0.0796947	0.347104	4.82874
1477010463050000	-26.6153	0.186697	-5.18072	-1.65351	-0.0596295	radar	4.44432	-26.9537	0.136943	-26.6059	0.161489	0.473041	4.82116
1477010463100000	-26.5961	0.512679	-5.43308	-1.65654	0	lidar	0.39736	-26.6201	0.57588	-26.5792	0.402213	0.598287	4.81045
1477010463150000	-26.5702	0.773877	-5.40922	-1.67305	-0.0244836	radar	1.23929	-26.8241	0.381506	-26.5462	0.642323	0.722748	4.79667
1477010463200000	-26.5717	1.0485	-5.4267	-1.66475	0	lidar	1.31818	-26.7293	1.06082	-26.5069	0.881666	0.846334	4.77986
1477010463250000	-26.5166	1.35195	-5.56392	-1.68182	-0.00959462	radar	5.37387	-25.9562	2.60409	-26.4616	1.12009	0.968955	4.76007
1477010463300000	-26.4771	1.524	-5.17927	-1.68766	0	lidar	1.23721	-26.3986	1.42212	-26.4101	1.35745	1.09053	4.73737
1477010463350000	-26.4297	1.71607	-4.95521	-1.72282	-0.0420373	radar	9.59002	-26.5072	-0.563928	-26.3526	1.59361	1.21096	4.71181
1477010463400000	-26.3924	1.8755	-4.63958	-1.72782	0	lidar	0.661218	-26.3594	1.79315	-26.2891	1.82841	1.33018	4.68345
1477010463450000	-26.32	2.09958	-4.70552	-1.78604	-0.0681958	radar	3.5254	-26.3475	1.82827	-26.2197	2.06173	1.44811	4.65235
1477010463500000	-26.2725	2.25596	-4.43498	-1.79271	0	lidar	0.475679	-26.2502	2.18481	-26.1444	2.29342	1.56467	4.61859
1477010463550000	-26.2019	2.47277	-4.50102	-1.81892	-0.0257947	radar	0.905067	-26.069	2.27896	-26.0633	2.52336	1.67979	4.58223
1477010463600000	-26.1279	2.75383	-4.74192	-1.82102	0	lidar	0.509289	-26.0641	2.80701	-25.9765	2.75141	1.79339	4.54334
1477010463650000	-26.0265	2.98954	-4.9568	-1.9007	-0.0909394	radar	6.98773	-26.3234	3.02388	-25.8841	2.97746	1.90543	4.502
1477010463700000	-25.9165	3.3292	-5.36064	-1.90344	0	lidar	1.1995	-25.8345	3.42005	-25.7861	3.20139	2.01582	4.45828
1477010463750000	-25.8196	3.5903	-5.49243	-1.9328	-0.0408615	radar	2.60654	-26.1824	3.73376	-25.6826	3.42306	2.12452	4.41227
1477010463800000	-25.7261	3.74411	-5.12463	-1.94757	0	lidar	1.17453	-25.6666	3.63509	-25.5737	3.64239	2.23146	4.36404
1477010463850000	-25.5998	3.96698	-5.23377	-1.99051	-0.0456965	radar	2.92433	-25.5773	3.13316	-25.4596	3.85924	2.3366	4.31367
1477010463900000	-25.5516	4.08609	-4.75663	-1.99434	0	lidar	3.03901	-25.7492	3.99968	-25.3402	4.07353	2.43989	4.26125
1477010463950000	-25.4199	4.30013	-4.94705	-2.03468	-0.0434601	radar	2.35779	-25.3516	3.75691	-25.2157	4.28514	2.54127	4.20686
1477010464000000	-25.2588	4.5457	-5.09062	-2.04746	0	lidar	3.03519	-25.0214	4.52803	-25.0863	4.49399	2.64071	4.15058
1477010464050000	-25.094	4.76362	-5.17543	-2.07299	-0.00893535	radar	9.58498	-24.2719	4.30917	-24.9518	4.69998	2.73817	4.09251
1477010464100000	-24.9901	4.93426	-4.96328	-2.0793	0	lidar	0.367044	-25.0363	4.88499	-24.8126	4.90303	2.83361	4.03273
1477010464150000	-24.8193	5.15373	-5.20825	-2.1204	-0.0376387	radar	4.22861	-24.3609	4.95947	-24.6686	5.10304	2.92701	3.97132
1477010464200000	-24.6532	5.37969	-5.26425	-2.12991	0	lidar	1.21795	-24.5041	5.35293	-24.5201	5.29995	3.01833	3.90839
1477010464250000	-24.464	5.60144	-5.616	-2.18768	-0.0637772	radar	3.63534	-24.4379	5.24592	-24.367	5.49367	3.10754	3.84401
1477010464300000	-24.2867	5.74296	-5.36324	-2.21558	0	lidar	2.69127	-24.1159	5.61152	-24.2095	5.68414	3.19464	3.77827
1477010464350000	-24.107	5.93635	-5.57327	-2.25554	-0.0473157	radar	4.95721	-24.5638	4.75836	-24.0477	5.8713	3.27959	3.71127
1477010464400000	-23.9475	6.0567	-5.25928	-2.27896	0	lidar	1.06935	-23.9153	5.94377	-23.8818	6.05508	3.36239	3.64309
1477010464450000	-23.7882	6.25449	-5.08098	-2.26105	0.0257338	radar	1.02765	-23.5491	6.44495	-23.7117	6.23542	3.44302	3.57383
1477010464500000	-23.6462	6.37622	-4.83462	-2.27668	0	lidar	0.605801	-23.6471	6.29102	-23.5377	6.41227	3.52148	3.50357
1477010464550000	-23.4838	6.56454	-4.99905	-2.29158	-0.0234132	radar	1.22226	-23.7544	6.53746	-23.3598	6.58559	3.59775	3.4324
1477010464600000	-23.2494	6.8315	-5.34811	-2.28482	0	lidar	3.4437	-23.0099	6.86182	-23.1781	6.75533	3.67185	3.36041
1477010464650000	-23.0383	6.99551	-5.45451	-2.32395	-0.0247702	radar	7.27762	-22.7862	5.74143	-22.9928	6.92146	3.74376	3.28768
1477010464700000	-22.8358	7.15158	-5.36408	-2.34152	0	lidar	1.45068	-22.6991	7.063	-22.804	7.08393	3.8135	3.21431
1477010464750000	-22.6011	7.33245	-5.69953	-2.38474	-0.0430012	radar	3.79895	-22.418	6.76159	-22.6117	7.24273	3.88106	3.14038
1477010464800000	-22.4407	7.42139	-5.31588	-2.41051	0	lidar	1.34643	-22.5083	7.31524	-22.4161	7.39782	3.94647	3.06598
1477010464850000	-22.18	7.62088	-5.94355	-2.4555	-0.0612953	radar	4.07284	-22.0543	7.85452	-22.2173	7.54917	4.00974	2.99118
1477010464900000	-22.0138	7.73264	-5.61802	-2.47181	0	lidar	2.15436	-22.1947	7.69478	-22.0154	7.69679	4.07087	2.91607
1477010464950000	-21.8061	7.93909	-5.5665	-2.44958	0.0140916	radar	3.30889	-21.6178	9.0351	-21.8105	7.84064	4.12989	2.84074
1477010465000000	-21.6238	8.03505	-5.30013	-2.47113	0	lidar	0.805604	-21.6473	7.94	-21.6026	7.98072	4.18681	2.76526
1477010465050000	-21.4184	8.18937	-5.41239	-2.48689	-0.0209663	radar	1.85383	-21.8637	7.78661	-21.392	8.11703	4.24166	2.68971
1477010465100000	-21.2387	8.14768	-4.84276	-2.55303	0	lidar	8.13392	-21.0853	7.83229	-21.1787	8.24957	4.29447	2.61417
1477010465150000	-21.0318	8.30918	-4.83206	-2.53875	0.00984136	radar	2.79561	-20.5503	9.28616	-20.9628	8.37833	4.34526	2.53871
1477010465200000	-20.8731	8.44765	-4.74692	-2.53221	0	lidar	1.9089	-21.0519	8.50983	-20.7444	8.50333	4.39406	2.46341
1477010465250000	-20.5999	8.61453	-5.44527	-2.56728	-0.0488326	radar	6.98403	-19.9265	9.40847	-20.5237	8.62457	4.4409	2.38835
1477010465300000	-20.3452	8.75169	-5.48419	-2.57782	0	lidar	1.17825	-20.21	8.68914	-20.3006	8.74206	4.48582	2.31358
1477010465350000	-20.1318	8.89863	-5.33153	-2.56582	0.0133018	radar	0.295318	-20.2277	8.8532	-20.0753	8.85583	4.52884	2.23919
1477010465400000	-19.9646	8.95473	-5.00715	-2.59167	0	lidar	1.36458	-20.0633	8.86724	-19.848	8.96589	4.57001	2.16524
1477010465450000	-19.7562	9.07636	-4.99612	-2.59627	-0.00261553	radar	0.296914	-19.9264	8.78179	-19.6186	9.07227	4.60937	2.09179
1477010465500000	-19.5599	9.11881	-4.77464	-2.62775	0	lidar	1.81048	-19.4861	8.96665	-19.3873	9.17499	4.64694	2.01891
1477010465550000	-19.2874	9.27442	-5.32235	-2.64171	-0.0299357	radar	5.4992	-18.5719	10.2069	-19.1542	9.27409	4.68278	1.94666
1477010465600000	-18.9941	9.36683	-5.39993	-2.6642	0	lidar	6.90798	-18.6786	9.19191	-18.9193	9.36959	4.71692	1.8751
1477010465650000	-18.7617	9.47264	-5.4832	-2.68146	-0.0170326	radar	2.16348	-19.2825	8.98189	-18.6827	9.46154	4.7494	1.80429
1477010465700000	-18.511	9.55789	-5.42625	-2.6973	0	lidar	0.859948	-18.4242	9.46852	-18.4446	9.54996	4.78028	1.73429
1477010465750000	-18.2163	9.63751	-5.87027	-2.74485	-0.0412009	radar	6.6763	-18.1634	8.72444	-18.2049	9.63492	4.80959	1.66514
1477010465800000	-17.908	9.76365	-5.98987	-2.74513	0	lidar	1.07671	-17.7736	9.72478	-17.9639	9.71643	4.83737	1.59691
1477010465850000	-17.6363	9.88879	-5.79125	-2.72594	0.0257424	radar	1.92512	-17.2296	9.97767	-17.7214	9.79457	4.86368	1.52964
1477010465900000	-17.3821	9.96268	-5.68669	-2.74067	0	lidar	0.504375	-17.3436	9.88109	-17.4777	9.86936	4.88856	1.46338
1477010465950000	-17.1063	10.076	-5.8877	-2.75263	-0.0192762	radar	0.557258	-17.1554	10.212	-17.2328	9.94087	4.91205	1.39818
1477010466000000	-16.854	10.1647	-5.79649	-2.76135	0	lidar	0.1168	-16.8876	10.145	-16.9868	10.0091	4.93421	1.33408
1477010466050000	-16.5734	10.2631	-5.9284	-2.77462	-0.0137644	radar	0.334956	-16.5958	10.1078	-16.7396	10.0743	4.95507	1.27113
1477010466100000	-16.3627	10.317	-5.66564	-2.79205	0	lidar	1.49885	-16.5153	10.3091	-16.4915	10.1362	4.97469	1.20937
1477010466150000	-16.0786	10.418	-5.89487	-2.80397	-0.020174	radar	0.617544	-16.09	10.5824	-16.2424	10.1952	4.99311	1.14883
1477010466200000	-15.9026	10.3677	-5.38594	-2.85694	0	lidar	3.64504	-16.006	10.1843	-15.9924	10.2511	5.01039	1.08956
1477010466250000	-15.6425	10.4421	-5.44222	-2.86082	-0.0053742	radar	0.0799585	-15.7234	10.41	-15.7416	10.3041	5.02655	1.03159
1477010466300000	-15.4775	10.3787	-4.99238	-2.91319	0	lidar	3.51554	-15.5699	10.1904	-15.4899	10.3543	5.04166	0.974957
1477010466350000	-15.1344	10.4598	-5.77749	-2.92964	-0.0366127	radar	8.42166	-14.2385	10.9109	-15.2376	10.4016	5.05576	0.919692
1477010466400000	-14.8815	10.4935	-5.66892	-2.94247	0	lidar	0.251085	-14.9365	10.4722	-14.9846	10.4462	5.06889	0.865828
1477010466450000	-14.639	10.5212	-5.24314	-2.93626	0.0292367	radar	5.43058	-14.724	9.63507	-14.7309	10.4882	5.0811	0.813394
1477010466500000	-14.4378	10.4557	-4.95165	-2.98414	0	lidar	3.64026	-14.4088	10.222	-14.4766	10.5276	5.09243	0.762418
1477010466550000	-14.1582	10.4963	-5.24879	-2.99237	-0.0141353	radar	1.04538	-13.9005	10.5238	-14.2218	10.5645	5.10293	0.712926
1477010466600000	-13.8208	10.6767	-5.59898	-2.93181	0	lidar	4.74494	-13.8049	10.9383	-13.9665	10.5989	5.11263	0.664944
1477010466650000	-13.5509	10.7457	-5.47405	-2.91812	0.0138898	radar	0.405284	-13.3956	10.7857	-13.7107	10.631	5.12159	0.618496
1477010466700000	-13.3399	10.7161	-5.20896	-2.95584	0	lidar	1.91657	-13.3556	10.5517	-13.4545	10.6608	5.12983	0.573603
1477010466750000	-13.0538	10.7612	-5.52621	-2.97106	-0.0217807	radar	0.858977	-12.9374	10.8137	-13.1979	10.6884	5.13741	0.530288
1477010466800000	-12.8058	10.8474	-5.50204	-2.95696	0	lidar	2.65804	-12.9591	11.0099	-12.9409	10.7138	5.14436	0.48857
1477010466850000	-12.5179	10.915	-5.60444	-2.95176	-0.00307432	radar	0.793058	-12.2518	11.2495	-12.6836	10.7373	5.15071	0.448467
1477010466900000	-12.3329	10.8386	-5.19563	-3.00654	0	lidar	3.88551	-12.3713	10.6091	-12.426	10.7587	5.15651	0.409997
1477010466950000	-12.0674	10.8769	-5.23351	-3.0057	-0.000458015	radar	0.124641	-11.9352	10.9161	-12.1681	10.7783	5.16179	0.373177
1477010467000000	-11.831	10.9357	-5.19258	-2.99748	0	lidar	1.4032	-11.9451	11.0515	-11.91	10.7961	5.16658	0.338022
1477010467050000	-11.5297	10.9731	-5.45171	-3.00462	-0.0108014	radar	2.91731	-10.9703	10.9676	-11.6516	10.8121	5.17092	0.304546
1477010467100000	-11.3307	10.9632	-5.19963	-3.02753	0	lidar	1.14403	-11.4548	10.9407	-11.393	10.8265	5.17484	0.272761
1477010467150000	-11.026	10.9406	-5.96037	-3.09161	-0.066763	radar	7.97225	-11.3472	10.5111	-11.1342	10.8394	5.17836	0.242681
1477010467200000	-10.7259	10.8945	-5.91638	-3.11968	0	lidar	3.29289	-10.6009	10.6823	-10.8753	10.8509	5.18153	0.214317
1477010467250000	-10.4567	10.9026	-5.7086	-3.11273	0.012146	radar	0.525953	-10.6563	10.8369	-10.6161	10.8609	5.18435	0.187679
1477010467300000	-10.2563	10.8678	-5.42678	-3.13583	0	lidar	1.6897	-10.4142	10.8747	-10.3569	10.8697	5.18687	0.162776
1477010467350000	-10.0163	10.9047	-4.95902	-3.10146	0.0364403	radar	2.95545	-9.90413	11.2255	-10.0976	10.8772	5.1891	0.139618
1477010467400000	-9.76547	10.9577	-4.9992	-3.08284	0	lidar	1.41238	-9.83445	11.1032	-9.83809	10.8837	5.19106	0.118212
1477010467450000	-9.54888	10.9256	-5.04556	-3.1171	-0.0188929	radar	4.70004	-10.195	10.3498	-9.57852	10.8891	5.19278	0.0985664
1477010467500000	-9.28698	10.9579	-5.09305	-3.10709	0	lidar	0.357282	-9.3066	11.0348	-9.31887	10.8936	5.19428	0.0806865
1477010467550000	-9.04676	10.9308	-5.08364	-3.12736	-0.0050057	radar	2.85564	-9.2226	10.3527	-9.05915	10.8972	5.19557	0.0645787
1477010467600000	-8.7742	10.9699	-5.16385	-3.11202	0	lidar	0.603352	-8.78899	11.0707	-8.79937	10.9001	5.19667	0.050248
1477010467650000	-8.5437	10.9197	-5.12737	-3.14519	-0.00821409	radar	7.05836	-8.83914	10.0319	-8.53953	10.9023	5.19759	0.0376992
1477010467700000	-8.43952	10.813	-4.58571	-3.2025	0	lidar	4.4838	-8.62045	10.6577	-8.27965	10.9039	5.19835	0.0269359
1477010467750000	-8.18689	10.8194	-4.67448	-3.19205	3.43087e-06	radar	1.07369	-7.91543	11.1157	-8.01974	10.905	5.19896	0.0179617
1477010467800000	-7.77947	10.9049	-5.22933	-3.13233	0	lidar	5.82715	-7.51971	11.0005	-7.75979	10.9057	5.19942	0.0107791
1477010467850000	-7.508	10.9052	-5.18578	-3.12566	0.0108149	radar	1.56033	-7.25987	10.6458	-7.49981	10.9061	5.19975	0.00539029
1477010467900000	-7.22699	10.8993	-5.2492	-3.12721	0	lidar	0.648601	-7.15631	10.815	-7.23983	10.9063	5.19994	0.00179692
1477010467950000	-7.00608	10.9162	-4.96359	-3.11177	0.0192385	radar	2.0786	-7.39396	11.0181	-6.97983	10.9064	5.2	-7.84874e-15
